"";"unavailable";"richness";"LMA";"Dur_flowering";"Entomophily";"Zooc";"Resprouter";"Height";"richness_new_spp"
"X1";5;15;0,114779151563063;3,89010665186394;0,62127564618228;0,528984059947302;0,347602543004359;0,469255082594615;3
"X3";5;12;0,107153372683186;3,93706238464153;0,569478176048896;0,537204406852004;0,0909090909917356;0,617390658650143;3
"X4";13;20;0,0890485334237287;4,31873173530172;0,195856111309381;0,10124597654772;0,27945211596264;0,611422863175475;1
"X6";4;11;0,127125731105337;3,89242870033655;0,483610877712374;0,414353975554463;0,23121091839201;0,508083248749246;0
"X7";12;27;0,107812481953888;4,01866840824072;0,567471731183655;0,382422620580069;0,279901845854724;0,44755962444887;2
"X8";13;23;0,123573131786176;3,75023930107838;0,33665973336654;0,377730151809869;0,339768832727273;0,606706066617522;3
"X9";7;18;0,122514016578452;3,94397108355697;0,497208045906553;0,333009950302736;0,146326864678479;0,547362534403906;2
"X10";19;30;0,12896231814146;3,96527234917375;0,25597173317096;0,39764866348401;0,204923974172865;0,579482785068042;2
"X11";17;26;0,113866602671012;3,91932521677867;0,49779748311388;0,458304192651462;0,349725368341521;0,630024589283484;3
"X13";9;15;0,112276414299479;4,21402143342263;0,234244196037458;0,323963829090909;0,17166376320332;0,824600437884735;3
"X14";12;20;0,126170707313071;3,96352676687949;0,430282244027529;0,504196409239583;0,197519064415331;0,454528084040066;3
"X16";10;13;0,105439455008769;4,34901137764801;0,697295536088451;0,393901623936453;0,221608313895829;0,303843563550068;2
"X17";9;15;0,1067993165813;4,78958613586554;0,867312859718562;0,789233112727273;0,20162519;0,294130635972092;2
"X19";7;14;0,0955099692573839;4,17110968496225;0,440366604282513;0,694660270779391;0,484269875454546;0,129759826844503;2
"X20";7;11;0,109680108328289;4,84951437977955;0,742066332961758;0,766753356347007;0,0423614138265246;0,283353196105297;3
"X21";8;18;0,106399795714988;4,97368763653588;0,320515090580633;0,660351821996631;0,0955361453676944;0,510381738722052;2
"X22";6;10;0,135731640145271;3,98128375014125;0,269153575454545;0,341828366363636;0,029589673985875;0,615060203272248;2
"X27";9;17;0,108763381243655;4,69402933708659;0,622454049090909;0,789892311002159;0,582246646363636;0,176334568437037;2
"X28";10;19;0,084298320396904;5,06670861252039;0,748924553890336;0,426415043597145;0,218548846989185;0,264558312233935;2
"X29";10;22;0,126841310618976;3,94074766702379;0,303661638446808;0,318366755579212;0,278007610299234;0,63314566062902;5
"X30";11;16;0,0976279264256655;4,79522932427971;0,850458220817184;0,82521697372827;0,512136075546452;0,112739521137562;2
"X36";17;21;0,108757039871421;4,876147811593;0,713932134025331;0,648664702997572;0,396703214357642;0,0948509488962696;1
"X37";10;17;0,100663318213259;4,44182108416789;0,564869033231069;0,394427786731928;0,136150782537847;0,588321372746988;4
