"";"Allium ampeloprasum";"Allium roseum";"Anagallis monelli";"Anemone palmata";"Arbutus unedo";"Aristolochia baetica";"Asparagus albus";"Asparagus aphyllus";"Asphodelus fistulosus";"Asplenium sp.";"Asteriscus aquaticus";"Asterolinon linum-stellatum";"Avena barbata";"Blackstonia perfoliata";"Brachypodium distachyom";"Brachypodium phoenicoides";"Briza maxima";"Briza minor";"Bromus rubens";"Bupleurum fruticosum";"Calamintha nepeta";"Carduus tenuiflorus";"Carex flacca";"Carex hallerana";"Catapodium rigidum";"Centaurium erythraea";"Centranthus calcitrapae";"Cerastium glomeratum";"Ceratonia siliqua";"Ceterach officinarum";"Cheirolophus sempervirens";"Cistus albidus";"Cistus crispus";"Cistus monspeliensis";"Cistus salviifolius";"Plant_NI";"Convolvulus althaeoides";"Convolvulus arvensis";"Coronilla valentina";"Crepis capillaris";"Crepis sp.";"Dactylis glomerata";"Daphne gnidium";"Dittrichia viscosa";"Echium plantagineum ";"Erica arborea";"Erophaca baetica";"Erucastrum nasturtiifolium";"Euphorbia exigua";"Euphorbia helioscopia";"Foeniculum vulgare";"Galactites tomentosa";"Galium aparine";"Galium minutulum";"Galium murale";"Genista tournefortii";"Geof1";"Geranium robertianum";"Geranium rotundifolium";"Gladiolus illyricus";"Gram_ni1";"Helichrysum stoechas";"Iberis procumbens";"Jasminum fruticans";"Juniperus phoenicea";"Lavandula stoechas";"Lavatera cretica";"Lavatera olbia";"Leontodon taraxacoides";"Lonicera implexa";"Lonicera japonica";"Medicago polymorpha";"Melica ciliata";"Melica minuta";"Moricandia arvensis";"Myrtus communis";"Narduroides salzmannii";"Olea europaea";"Omphalodes linifolia";"Ononis natrix";"Ononis reclinata";"Ononis viscosa";"Ophrys apifera";"Origanum vulgare";"Osyris alba";"Osyris lanceolata";"Phagnalon saxatile";"Phillyrea angustifolia";"Phillyrea latifolia";"Phlomis purpurea";"Picris echioides";"Picris hieracioides";"Pinus halepensis";"Pinus pinea";"Piptatherum miliaceum";"Pistacia lentiscus";"Plantago sp.";"Polypogon maritimus";"Psoralaea bituminosa";"Pulicaria odora";"Quercus coccifera";"Quercus faginea";"Rapistrum rugosum";"Retama monosperma";"Rhamnus alaternus";"Rhamnus lycioides";"Rosmarinus officinalis";"Rostraria cristata";"Rubia peregrina";"Rubus ulmifolius";"Ruscus aculeatus";"Ruta chalepensis";"Salvia sclareoides";"Sanguisorba minor";"Scorpiurus muricatus";"Sedum album";"Sedum sediforme";"Serapias parviflora";"Serapias strictiflora";"Sherardia arvensis";"Silene sp.";"Sinapis alba";"Smilax aspera";"Solanum nigrum";"Sonchus oleraceus";"Spartium junceum";"Staehelina dubia";"Thapsia villosa";"Thymbra capitata";"Thymus mastichina";"Torilis arvensis";"Trifolium angustifolium";"Trifolium arvense";"Trifolium campestre";"Trifolium scabrum";"Tuberaria guttata";"Ulex sp.";"Urginea maritima";"Viburnum tinus";"Vicia parviflora";"Vicia sativa";"Vulpia bromoides";"Vulpia ciliata";"Acer monspessulanum";"Anacamptis pyramidalis";"Anthyllis vulneraria";"Atractylis cancellata";"Atractylis gummifera";"Brachypodium retusum";"Centaurea melitensis";"Centaurea sphaerocephala";"Cephalaria leucantha";"Erica scoparia";"Euphorbia characias";"Euphorbia nicaeensis";"Euphorbia pterococca";"Euphorbia serrata";"Euphorbia sulcata";"Gladiolus italicus";"Helianthemum marifolium";"Linum strictum";"Lobularia maritima";"Ononis pubescens";"Ononis pusilla";"Ornithogalum narbonense";"Phlomis lychnitis";"Quercus suber";"Reichardia picroides";"Ruta angustifolia";"Sideritis hirsuta";"Teucrium haenseleri";"Teucrium scorodonia"
"X1";0;0;0;0;0,560950839460443;0;0;0;0;0;0;0;0;0,01236954136562;0;0;0;0;0;0;0;0;0;0;0;0,0438556462561022;0;0;0;0;0;0;0;0;0,0212531207909799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0315423300179342;0;0;0;0;0,0229082720436777;0;0;0;0;0;0,0710124118907202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,127364066070702;0;0;0;0;0;0,0438556462561022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0648881258477193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X3";0;0;0;0;0,0161896191066486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0149327831307317;0;0;0;0;0;0,0314466843748115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,154798400067012;0;0;0;0;0;0,0577262191348915;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,164499148792656;0;0;0,0804274898294322;0;0;0,141715039532477;0;0,0406508988355414;0,0211734504478204;0;0,0421631521298532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,143919801930145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0903573126879788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X4";0;0;0;0;0,100481799297342;0;0;0;0;0;0;0;0;0,0133651672302259;0,0776850357637668;0,0715484676817643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0860382652299738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,142332909136211;0;0;0;0;0;0,129873333830266;0;0;0;0;0;0;0;0;0;0;0;0,0148202459631007;0;0;0;0;0,148323029752012;0;0;0;0;0;0;0;0;0,0845762051267025;0;0;0;0;0,021556721515821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0878420979569921;0,021556721515821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X6";0;0;0;0;0,0144626938139607;0;0;0;0;0;0;0;0;0,0323111608876882;0;0,0997647886385078;0;0;0;0;0;0;0,0276952808206766;0;0;0;0;0;0,0685006852207032;0;0;0,0263092391955365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0695934159912242;0;0;0,0110223270677936;0;0;0;0;0;0;0;0;0;0;0,043728307786182;0;0,0322984009163673;0;0;0;0;0;0;0;0;0,0256892773925307;0,0294074163384422;0;0,0410776716845462;0;0;0,156914750197973;0;0,0149399075635485;0,0718334633957127;0;0;0;0;0;0;0;0;0;0;0,0215384861982206;0;0;0;0;0;0;0,0817396052454551;0;0;0;0;0;0;0;0;0;0;0;0,0470281393445044;0,0394618649996143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0446831173008124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X7";0;0;0;0;0,200945310300721;0;0;0;0;0;0;0;0;0;0;0,074900914944414;0;0;0;0;0;0;0,0164013400614201;0;0;0,0508441546609825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0195385179975186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,173799972299263;0;0;0;0;0;0,0513992812606831;0;0,012916055528311;0;0,0123076640971011;0;0;0;0;0;0;0;0,0172214070858811;0;0;0;0;0,112689523990676;0;0;0,0259407334904592;0;0;0;0;0,0279232817764874;0;0;0,012301004939115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0476721289352613;0,0648262970216326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0783724116100735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X8";0;0;0;0;0,0512495703700709;0;0;0;0;0;0;0;0;0,04533960017142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0136665522415096;0;0;0;0;0;0;0;0;0;0;0;0;0,0974781219568172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0583974316232003;0;0;0;0;0;0,133544106371792;0;0,0397794285015147;0;0,030069100114514;0;0;0;0;0;0;0;0;0;0;0;0;0,204816417832291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,100522555659689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,225137115157182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X9";0;0;0;0;0,056402633746749;0,0621542349219404;0;0;0;0;0,0231949122231283;0;0;0;0;0;0;0;0;0;0,0154393306443591;0;0;0;0;0;0;0,0354056925466365;0;0;0;0;0;0;0,0465147649120543;0;0;0;0,0517606956894447;0;0;0;0,0231756967616023;0;0;0,0108621818604122;0;0;0;0;0;0;0;0;0;0,0194972066164587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0361514069917471;0;0,043046440896748;0;0;0;0;0,0441721180506402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,226087849548789;0;0;0,0805903579899229;0;0,031569078933897;0,0380659751075564;0;0,0131442719536392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0112841608860708;0;0,0173028201410538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0596926620507339;0;0;0;0;0;0;0;0,0376637557254661;0;0;0;0;0;0;0;0;0;0,01682175180095;0;0;0;0;0;0;0
"X10";0;0;0;0;0,0117492978695474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0118997645524388;0;0;0;0;0;0,0318965430629879;0,162258317531093;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0712167032616497;0;0;0;0;0,117093530278633;0;0;0;0,0191430997434994;0;0;0,014978181845363;0;0;0;0;0;0,0605742565860391;0;0;0;0;0,0194912190632267;0,0429094079617696;0,0231269339897317;0;0;0;0,240661762169623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0406167528864563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0569386376340052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0177180026639399;0;0;0;0;0;0;0;0,0388261394986191;0;0;0;0;0;0;0;0,018901449401376;0;0;0;0;0
"X11";0;0;0;0;0,0457501408101027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0332609810344868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,025196386113858;0;0;0;0;0,0177178083867081;0;0;0;0;0;0,0563748451374103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,174248633185414;0;0,209479746797531;0,199167834123917;0;0,0114968888596281;0,0292648083929145;0;0,0318798152400142;0,0219414633548939;0;0,0175974599419714;0;0;0;0;0,0183620925522642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0308712221067876;0;0;0;0;0;0;0;0;0;0;0;0;0,0773898739620978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X13";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0755743269909527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,032509788524414;0;0;0;0;0;0,209190110676218;0;0;0;0;0;0;0;0;0;0;0;0,0148731725462923;0;0,0105494685347391;0;0;0,21752965508173;0;0,0594641651639945;0;0;0;0,0690551596112742;0;0,025225007363717;0,0730534224621245;0;0;0;0;0;0;0;0;0;0;0;0,0946893151356708;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0243005336377562;0;0;0;0;0;0;0,0939858742711167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
