"";"unavailable";"richness";"LMA";"Dur_flowering";"Entomophily";"Zooc";"Resprouter";"Height";"richness_new_spp"
"X1";5;14;0,100106790241508;3,94209014955525;0,844796355504003;0,800724025153289;0,723985690981549;0,169846855795664;2
"X3";5;19;0,101227626989198;3,73166986593049;0,565561676972969;0,68860581619015;0,615384615621302;0,365351797739335;7
"X4";13;23;0,0955771478971989;4,16775510426616;0,606258102122411;0,484570865247033;0,695152818611656;0,170968612857977;4
"X6";4;16;0,103086610069485;4,57265481689157;0,530449880062567;0,768819138372623;0,460084959701286;0,179530955149572;5
"X7";12;29;0,0991421789791985;4,03858986934347;0,6651979158801;0,628035918079542;0,695343088311275;0,140250565555898;4
"X8";13;24;0,105798452874882;3,92547251821931;0,570116276007176;0,633310834331877;0,720671429230769;0,229122443853118;4
"X9";7;20;0,1173242576652;4,18420061831355;0,728234002891263;0,493322179407347;0,450135338808629;0,222253451567841;4
"X10";32;46;0,100645956275954;3,97754992232869;0,519371120020305;0,291194013337744;0,279497844100912;0,268576344267013;15
"X11";24;34;0,0959557252043067;3,9701096048011;0,765757910057799;0,764422563138105;0,275027872263426;0,286301268376733;10
"X13";7;29;0,0960153873466235;4,76972704117047;0,527185084809538;0,411020109895443;0,31332950579926;0,348135986026084;14
"X14";9;24;0,103215502177037;5,06387934993634;0,708190141751467;0,768495074189703;0,350614279651254;0,142531465518122;6
"X16";10;28;0,0962431865141729;4,84513165123865;0,663719783907795;0,443728789728609;0,30521208616723;0,254700340718394;16
"X17";9;27;0,100030951155637;4,362879919635;0,589592595497732;0,764859465647937;0,324820754304354;0,0526700630020788;10
"X19";7;21;0,0968236731890921;3,9429537122483;0,652369443957847;0,762039910240791;0,781806485769231;0,203709800059597;9
"X20";7;23;0,0951597901374517;5,05292847415587;0,729132577394208;0,768744046073309;0,197350937364769;0,0623102367155038;14
"X21";8;23;0,0978190398461305;4,94541613290444;0,717163046166676;0,845149691101234;0,253804452910091;0,14633563252449;5
"X22";4;20;0,11569044801587;4,32145044602594;0,564125156191274;0,505429190218542;0,127580516964086;0,249515058354627;10
"X27";9;23;0,101065750586287;4,078740183726;0,575493425216984;0,808085120156071;0,823258196538462;0,254276675280945;6
"X28";10;30;0,0968954491067626;4,19761683896441;0,75246405687801;0,694511167537518;0,496836814919362;0,0969549356324032;12
"X29";10;25;0,0983527997745984;3,95300372512317;0,499990139856805;0,546729463584637;0,667905713682081;0,28238286403925;7
"X30";20;26;0,0968452590428005;4,25087494415778;0,9329024492177;0,776508736043557;0,670236553770234;0,0578953667569778;10
"X36";23;29;0,102646373165126;3,57178017533832;0,784267008364569;0,811718644553361;0,693574278154083;0,103023296584949;6
"X37";10;21;0,105182937209278;4,48076538858653;0,590952825104613;0,764140189140054;0,380234864271278;0,175071111224665;8
"X38";7;24;0,0982645093861903;4,63445864273874;0,612804273027757;0,802040591626231;0,323952024009653;0,131134387151293;10
"X39";10;29;0,102196861115911;4,38290262741335;0,631949182751041;0,437557215634424;0,260990704770686;0,0763490827035443;12
"X43";11;32;0,112042475459224;4,53526768349595;0,566741642788558;0,512490348189067;0,40845710376175;0,240943657779013;9
"X44";19;25;0,0949071554880581;4,05555761139422;0,781383705621761;0,70637387069329;0,754160380117364;0,0917000038696707;5
"X45";12;25;0,0958847118949066;4,24994052380371;0,853612529576518;0,43348925749261;0,692331205248689;0,111018880304055;10
"X46";7;21;0,0960874762848811;4,02045676879973;0,548497440197653;0,369454756333614;0,414166747947725;0,270734454958694;12
"X47";18;30;0,106347861115949;4,00497470910149;0,892256137174455;0,780828631555395;0,736927027558865;0,0720549526068306;5
"X48";5;22;0,100924773448731;4,57986492805711;0,548827142147427;0,828003017365862;0,23505919765867;0,0923325970120103;8
"X51";14;23;0,0993618218751907;5,47273308240915;0,635564273159604;0,354645986297543;0,409560564879704;0,499187795895439;10
"X52";7;27;0,102363358217517;3,91761652893214;0,511934729424917;0,789708781174329;0,300784230012858;0,113572911691897;13
"X53";7;24;0,0996092632314139;4,37051972625363;0,521004246430653;0,762644136216964;0,267432044453503;0,116414902065349;11
"X55";9;20;0,113140152393336;4,06115235741169;0,49761615083866;0,818472963315459;0,252657439232115;0,0812221360975627;6
"X56";21;25;0,0974979908105115;4,12395749912926;0,81030569660744;0,6782722723905;0,708292059928257;0,0900517809385887;7
"X57";11;24;0,0957115911652547;4,11509303199244;0,719154258748069;0,577995538860008;0,671581820090528;0,265743624337474;10
"X58";14;36;0,0971156549170611;4,02341774839464;0,680053089454794;0,577776391584443;0,404139097915203;0,115260693946725;16
"X60";10;25;0,10203026445685;4,54349459156568;0,559779222774869;0,474372430331842;0,693614143650696;0,322304977704566;5
"X61";7;20;0,10997132198091;4,44718934275207;0,730175063676921;0,799108010119629;0,298542858432466;0,136050570507009;3
"X62";21;24;0,0953740085395286;4,12217413159129;0,904302374051911;0,349808450259083;0,671312710945871;0,213910488740073;12
"X63";7;26;0,0958434982507758;5,47395658788336;0,649675534686051;0,471046569631333;0,204611721701051;0,0855968360413037;10
"X65";8;27;0,0950158210745249;4,83353882895181;0,594116230058733;0,463482577557501;0,283284688232224;0,0574756138172698;12
"X69";8;22;0,103560104789592;5,75385219492625;0,593379537068131;0,141163561853256;0,334180966376083;0,284656469416933;7
"X71";7;22;0,096403865244157;4,33939669470737;0,599244650997271;0,768011040142826;0,696773074638242;0,17281416870579;5
"X74";4;17;0,116782118892729;4,2445447599077;0,685086455272708;0,71594890640805;0,713940264566645;0,213531373709995;5
"X75";15;23;0,104958874325725;3,9385921225925;0,593198677355719;0,280807780301137;0,259067764092929;0,353255718082262;9
"X76";23;34;0,110418765116392;3,95456772885794;0,666330701389688;0,258403953972563;0,180143166624237;0,326707678498435;20
"X79";3;12;0,0996861286230308;4,85714804205594;0,532256255243163;0,772930106538462;0,402394467601254;0,234895149111075;6
"X80";10;24;0,0959741064968826;4,04604530756241;0,671333251309441;0,7962634859375;0,687066388327248;0,0857051317749317;5
"PE10";10;22;0,102792614628042;3,92052550243565;0,580250767587933;0,791741622363016;0,568372729156963;0,0624047276932434;8
"PE11";21;41;0,0947982083607642;4,54952620474547;0,669791448800688;0,766705943747687;0,705444845768023;0,14586364473602;7
"PE13.1";12;28;0,0950125054712345;4,32746810924004;0,544030203492169;0,797134154068466;0,474120366194304;0,173071424173117;5
"PE13.2";12;28;0,0971733819263509;3,93624939045397;0,577451665917113;0,78062918700399;0,473509987524398;0,093739769184142;10
"PE14";8;22;0,100672241336725;4,11325275389072;0,815867836146718;0,819098469656149;0,80674084562057;0,0718294360755419;1
"PE20";12;25;0,0993668144045801;3,94817364759074;0,80809607801247;0,789879455395416;0,709805365880844;0,163597129433541;3
"UECR1";8;25;0,0983916027959478;3,94428272356328;0,514879025439451;0,565959274571545;0,667583982784998;0,215373881821913;6
"UECR2";14;23;0,10398976539738;4,2689742369173;0,647812175209356;0,823244848121428;0,673083171798915;0,387371485260149;7
"UECR3";7;20;0,120313850173492;3,94695793084622;0,491887577231063;0,783726473353581;0,545527339585386;0,141382628617178;3
