"";"unavailable";"richness";"LMA";"Dur_flowering";"Entomophily";"Zooc";"Resprouter";"Height";"richness_new_spp"
"X1";5;15;0,112462965968603;3,58178339956332;0,598252374347692;0,630944027736497;0,521575197971233;0,272190557641653;2
"X3";5;16;0,102919457546151;4,01960736426389;0,66409304498001;0,579429710946203;0,333333333555556;0,33028361472603;7
"X4";13;23;0,0810585190758157;4,15407579747304;0,163422298996688;0,216817198570101;0,471598218628798;0,334092167375546;3
"X6";12;19;0,109385725572919;3,95152854077572;0,593999359922859;0,356854628427766;0,394325665748708;0,33991682535294;7
"X7";12;27;0,103353627390792;4,25292661492832;0,676459420916785;0,468656150825691;0,471928020037429;0,249791651717319;2
"X8";13;25;0,115066126303842;3,82736292891749;0,508426707870614;0,489341505226583;0,515830477333333;0,350097410920547;5
"X9";7;26;0,114522126262009;4,27985848781756;0,49401671366328;0,430648576318186;0,234431649922547;0,375813796664613;9
"X10";19;34;0,113382214256109;4,26531089451769;0,425147417292458;0,323892750849593;0,234889221979664;0,402734950399739;6
"X11";23;33;0,105768647793075;3,95348848812347;0,557441788923658;0,44779635697282;0,284158587551725;0,488496141921077;10
"X13";12;19;0,102792642709473;3,98812371354113;0,493175226666667;0,39839242140123;0,198386770677412;0,539400863460887;7
"X14";16;26;0,113634905221557;3,99765416823143;0,49665259533492;0,486258756921401;0,212229734396522;0,289619284670052;7
"X16";10;23;0,100135281119561;4,56273436788242;0,731022668326772;0,465626328747128;0,307755101788944;0,213657753189572;11
"X17";9;23;0,10248366118216;4,76231677917906;0,77960267934575;0,80584495233447;0,23436645035983;0,20007655199653;8
"X19";7;17;0,0946822082333023;3,83650157981675;0,424177486936684;0,761408239747194;0,621797908666667;0,0257504100147609;5
"X20";7;18;0,121085738158273;4,52739529156552;0,639934610429203;0,766833204789966;0,0587936725051807;0,0746841076363764;9
"X21";13;21;0,102530792250117;4,8448517539071;0,517121119785205;0,762849410824767;0,232292915945596;0,324727461161361;4
"X22";13;19;0,120550924670508;3,89160965398408;0,375594041206612;0,247567875770016;0,179554642720073;0,459061976464716;10
"X27";9;20;0,102710292489035;4,27591823781675;0,508498550936684;0,816303577747194;0,693647540666667;0,120185356168856;5
"X28";10;29;0,0959610500196451;4,59732797649748;0,667620089251247;0,488600506452699;0,243931029127982;0,0678596236860006;8
"X29";22;30;0,106619054977084;3,88650575257742;0,497422931057853;0,291824400296909;0,300304439485205;0,477163478646014;9
"X30";10;21;0,0952262421722313;4,52159576987862;0,768209423322668;0,82158415831745;0,4698286286303;0,147454543271966;5
"X36";16;28;0,0948215255189188;4,36329299529236;0,688580470620438;0,599780750239611;0,377987090655405;0,101128782006736;8
"X37";10;26;0,102847987940955;4,30653326252647;0,626362060031562;0,38522160533072;0,209678688541171;0,432553877939819;11
"X38";13;17;0,115409972334216;5,93029482535493;0,583796927479475;0,787619671391486;0,322850649957846;0,061645579098143;6
"X39";16;18;0,0996977494298289;4,94711772907771;0,624516018194306;0,284015788300696;0,290297413235659;0,0774759325117392;6
"X43";19;29;0,117634095648276;3,92441881339238;0,332804307439097;0,191892173262284;0,19867166582509;0,422783756708788;8
"X44";18;24;0,118306655302232;6,25329633173034;0,688248586839279;0,433944675621146;0,600352978275475;0,0599386454363924;6
"X45";12;23;0,107292172571934;4,20403657999807;0,857330318690416;0,346073122655441;0,400076282874669;0,136366493587112;7
"X46";15;16;0,097107399500842;5,01730276808119;0,2038781150613;0,301051244901722;0,236941524695456;0,0634334525915273;8
"X47";12;30;0,0987239794314623;4,27500920826196;0,681803942196074;0,681379555876995;0,326013961233354;0,171216007080976;5
"X48";13;22;0,0960099857876135;5,2326690047159;0,534200989228153;0,8227253632275;0,259221963301663;0,080558077788914;9
"X51";13;21;0,122875460198592;3,88604692244854;0,567235702;0,406084994198034;0,37456644791586;0,399450121920638;9
"X52";7;17;0,0963755040262317;3,9497340129307;0,48558614097587;0,858894051547683;0,184217816831927;0,234740680292122;7
"X53";7;16;0,0625547709291057;4,47254276058888;0,700882317760824;0,781227184;0,107978589299357;0,215090272295472;2
"X55";9;21;0,0700342123505762;4,62240113060907;0,934892178901963;0,762356233004171;0,450493512742199;0,0655434369632098;7
"X56";13;23;0,0974172276734971;5,03568988803835;0,705621220810145;0,409777572711602;0,33281817629646;0,11235224140734;6
"X57";11;22;0,0993311392327131;4,73190198011435;0,744479932659016;0,349729158265867;0,304513611273416;0,424581611482083;7
"X58";14;27;0,0953240404827099;4,21635814221607;0,693923560206309;0,507013019721432;0,280717758888512;0,164506724239429;7
"X60";10;29;0,112853533315197;4,13201287545736;0,604284379022846;0,510423203141251;0,451621482654202;0,283893697714769;7
"X61";7;22;0,124701662150824;4,15663723988912;0,495744954466863;0,537645448130933;0,351952389052101;0,287934821808047;5
"X62";7;18;0,0677272395678705;3,98036385836095;0,88234752273167;0,394829372762039;0,580028132717618;0,227059083389575;8
"X63";13;21;0,113071558829488;5,60263412766631;0,541729520729124;0,497165513201629;0,437687288117488;0,0607614861065885;6
"X65";8;18;0,0626965193401595;4,68309679115123;0,623589982664704;0,307493841698738;0,347714333465487;0,23061948588045;6
"X69";8;26;0,118991415299276;3,91227816953294;0,352990617148036;0,284587952104481;0,208347999906612;0,418215601676664;8
"X71";12;22;0,104501617551014;3,91775175514882;0,561214654694271;0,526112338071292;0,636967627417569;0,0698847313213296;5
"X74";4;17;0,124291296436603;4,19705388868376;0,501359568138546;0,32963652108173;0,40837667012474;0,349495377732887;6
"X75";8;29;0,133910588485251;4,01402239320248;0,302831929308371;0,326696137871247;0,234255900361728;0,384072251723029;12
"X76";17;24;0,124066931281137;3,88800782182032;0,500314296100992;0,171813416133512;0,278399902175211;0,44604211027995;14
"X79";3;15;0,114028706039638;4,35106236363832;0,536191445331495;0,494365321537262;0,239408491472319;0,387060347412668;9
"X80";18;27;0,0990319435325923;4,45129400187529;0,497257967149809;0,465448858859621;0,442924664460994;0,236712081517836;10
"PE10";10;21;0,102309213143277;4,2566385222006;0,520738172753701;0,482394674243403;0,20318666615878;0,111055977566834;5
"PE11";21;37;0,0955290716855434;4,53143282013228;0,526777874733618;0,515073978752922;0,343079648228385;0,161581697360102;5
"PE13.1";12;31;0,100987784392596;4,06251435600235;0,513490248880919;0,619192204002095;0,260783757350444;0,186995612561684;4
