"";"unavailable";"richness";"LMA";"Dur_flowering";"Entomophily";"Zooc";"Resprouter";"Height";"richness_new_spp"
"X1";5;16;0,0986520883436021;4,16035049589281;0,795976132023873;0,814958023346459;0,743700998754499;0,142016679736237;4
"X3";8;13;0,124827000784426;3,11771486322213;0,827430931285051;0,805106481646153;0,642857143086735;0,159328425628849;4
"X4";13;29;0,0948045268472906;3,90405526374753;0,541252893648204;0,504894212956234;0,716927617297806;0,292770878044289;10
"X6";14;23;0,146478186479396;4,44697037230076;0,586338089275258;0,421854830976263;0,683930499294733;0,219843431435895;8
"X7";12;27;0,096687856357828;4,17866789945115;0,787447254172822;0,765027770167837;0,717104296273497;0,129739189352135;2
"X8";13;23;0,102868682116352;4,07363035922163;0,699157160092427;0,769925906785714;0,74062347;0,205535374339322;3
"X9";7;29;0,10657504499498;4,56477771863858;0,665563153029774;0,353323619730336;0,34625245364926;0,255458214910942;10
"X10";27;40;0,148806182606388;4,34793081082117;0,496908425139489;0,406950068034922;0,673603484997898;0,267228937968222;8
"X11";15;30;0,102090364565709;4,329052430998;0,710617937391909;0,688031309247059;0,672670305480894;0,279692381415713;7
"X13";22;28;0,112413327467076;4,40288437518829;0,65794049046447;0,529378820055763;0,335217195152177;0,328741096257355;13
"X14";9;23;0,0996521571388835;5,96759338030815;0,730675456987045;0,789893452674735;0,115610879422329;0,14112887608738;6
"X16";10;20;0,0993657314840005;4,20012843206467;0,542888257556998;0,316856660190419;0,678730802198453;0,794462022740052;8
"X17";9;30;0,0951361263244411;4,64486285908521;0,828947464648279;0,771861863284244;0,49112215188899;0,0752177615372083;12
"X19";7;19;0,0950769572077206;4,56309334225107;0,731981693069207;0,814859779641854;0,797391736785714;0,191264504219957;4
"X20";7;29;0,109629305887261;4,47479714326493;0,689660677042723;0,778075370388003;0,301873890352627;0,0791690371921555;16
"X21";8;29;0,103589739410438;4,26692116126123;0,618124232571972;0,772717309399912;0,522882674897183;0,190637575316885;10
"X22";23;30;0,100182747356266;4,05417946081343;0,529042455224104;0,317713798779282;0,228536448071287;0,292626396768614;16
"X27";9;24;0,0975317660404821;4,47819080627796;0,713895306820623;0,83310699397623;0,835882611071429;0,123761957289326;7
"X28";10;33;0,0998987653281846;4,5468541442879;0,712184438826233;0,612219908194213;0,41193356328442;0,0917989136131006;13
"X29";20;28;0,146291792890996;4,51293212321255;0,526601176208709;0,392154459397029;0,679694558336187;0,308748653571254;8
"X30";17;22;0,103727501050227;4,15511458851901;0,757366657770548;0,817834690040969;0,733495254539641;0,101545173998918;8
"X36";16;27;0,0907043815522491;4,57119731717035;0,826383268951576;0,765200199547767;0,678019119634743;0,0591809445018271;6
"X37";10;22;0,110607071239979;3,90921660899693;0,588994303821224;0,77178409284191;0,512794063974619;0,164137130804212;8
"X38";7;19;0,09612365543497;4,41663893461623;0,611029778499546;0,815798862197914;0,370177961802019;0,156406546060139;9
"X39";10;33;0,102192189931002;4,65187830634346;0,70713808711063;0,344910395723056;0,248090245592164;0,164305802609487;13
"X43";11;35;0,115775541128821;4,22376055612282;0,523373906536444;0,583565223271549;0,247545383748241;0,233185019487614;10
"X44";24;30;0,102245535578191;4,5870768461603;0,703882299061146;0,386578954178777;0,733174817362046;0,103628954378266;10
"X45";12;23;0,101184850808634;3,96086003539503;0,600802607346394;0,646786524153916;0,693032104101302;0,306977733698597;8
"X46";7;17;0,116039753520609;5,09443410869181;0,607438739751017;0,300733884732682;0,237127607132956;0,053140026531557;8
"X47";12;30;0,10190318845541;4,75259949207416;0,661085074486413;0,767061882384789;0,432071759900013;0,0664920310302109;6
"X48";24;34;0,0975220091213354;4,46382634940132;0,523756899050265;0,792481124640343;0,429006497175907;0,0787360429949404;17
"X51";3;28;0,106261079648614;4,57758658218932;0,587069721295018;0,436973920501634;0,284422192938046;0,318957146665099;14
"X52";7;27;0,0950907154216824;4,48133428840867;0,555199608635987;0,761991816102074;0,209262603041331;0,126693308491583;13
"X53";7;22;0,106689162370495;3,93913544059855;0,555905636657803;0,770255168249408;0,216257933789889;0,107358917608668;8
"X55";9;23;0,0973812024237505;4,50552681110815;0,570153353955532;0,790029624684451;0,434627128358309;0,093840956361351;9
"X56";24;27;0,104651311239997;4,65059102800821;0,730738433492491;0,360484612669191;0,690582805742885;0,102266484645866;10
"X57";11;26;0,0983400821305446;4,06750190373318;0,880508965156895;0,656439921435951;0,677380366531807;0,0919704618749725;11
"X58";25;30;0,107778140542836;4,12433892300821;0,736566864563919;0,422466538383476;0,670464107171457;0,101852848303102;8
"X60";10;28;0,103188152369361;4,09349063522447;0,566482114132653;0,680664731420292;0,670640199890494;0,201418910071079;7
"X61";18;29;0,120822712159178;3,98574873720272;0,659888644450779;0,76558794259479;0,610453026475247;0,217400297549429;11
"X62";19;23;0,0992598728578131;3,9139886369675;0,765211152147772;0,412642472164675;0,737606569050883;0,0997069883348416;11
"X63";17;26;0,119629086808297;4,74990505508759;0,631366016340364;0,434546352098977;0,682347233449634;0,0656018445213171;8
"X65";18;23;0,115636539532195;4,8873369785697;0,631490958708709;0,353665631182744;0,669669066907615;0,0615632085376936;8
"X69";8;23;0,106011191007491;4,04722281715638;0,580501517693131;0,522316441568278;0,335086687783626;0,246054095656839;7
"X71";17;26;0,100684168706839;3,92500888575888;0,69263414230066;0,800777255915062;0,762424145700732;0,0762834680339429;11
"X74";13;22;0,0976307868771284;4,26203150461099;0,736377961451382;0,272805353434267;0,672712326775745;0,250504222310773;10
"X75";8;30;0,107043092235687;4,22410946539625;0,535520880426818;0,363919047295111;0,482245505619999;0,261502608481527;11
"X76";25;32;0,0988597944700257;3,89295781198459;0,63757015755608;0,120322424478388;0,418280652708351;0,319298637179513;16
"X79";3;16;0,0993766617651958;4,11988204665169;0,676049530705222;0,762713578123788;0,358779837578641;0,208686349561819;10
"X80";10;26;0,0956254312503936;3,89716992629401;0,715689943430045;0,683018691783602;0,747206683292583;0,14666166176434;8
"PE10";19;24;0,101109812436976;4,01206550896886;0,66802405956208;0,770345131711368;0,623921262263617;0,118209196251324;11
"PE11";21;37;0,0974023197121081;3,98078994707643;0,65978987524912;0,80315572357792;0,67855692763892;0,0741629960039751;5
"PE13.1";12;31;0,0947741697271614;4,14462550284164;0,51830517623528;0,772080090343434;0,229959183178862;0,0824974711091581;8
"PE13.2";12;34;0,102866002377389;3,93499779947473;0,625853153452295;0,765998978562448;0,42099704722616;0,130472247473917;14
"PE14";8;26;0,097357356857856;4,14945133995613;0,702246560179371;0,791820547398959;0,820545070943246;0,142270962301898;4
"PE20";12;27;0,101083563751829;4,06195781013381;0,757862713451022;0,767994481487545;0,677673497344525;0,127694290244169;6
"UECR1";18;29;0,146327824285083;4,50483405053571;0,540426569973147;0,410010712400605;0,679395808221685;0,244302030600064;7
"UECR2";5;19;0,108901050796313;4,42304841212329;0,626344643538565;0,806802504980666;0,672791993607023;0,349169072899671;2
"UECR3";7;23;0,111279337729108;3,93502162062465;0,578416406884269;0,7885444835024;0,599321484281534;0,142932586444635;5
