"";"Allium ampeloprasum";"Allium roseum";"Anagallis monelli";"Anemone palmata";"Arbutus unedo";"Aristolochia baetica";"Asparagus albus";"Asparagus aphyllus";"Asphodelus fistulosus";"Asplenium sp.";"Asteriscus aquaticus";"Asterolinon linum-stellatum";"Avena barbata";"Blackstonia perfoliata";"Brachypodium distachyom";"Brachypodium phoenicoides";"Briza maxima";"Briza minor";"Bromus rubens";"Bupleurum fruticosum";"Calamintha nepeta";"Carduus tenuiflorus";"Carex flacca";"Carex hallerana";"Catapodium rigidum";"Centaurium erythraea";"Centranthus calcitrapae";"Cerastium glomeratum";"Ceratonia siliqua";"Ceterach officinarum";"Cheirolophus sempervirens";"Cistus albidus";"Cistus crispus";"Cistus monspeliensis";"Cistus salviifolius";"Plant_NI";"Convolvulus althaeoides";"Convolvulus arvensis";"Coronilla valentina";"Crepis capillaris";"Crepis sp.";"Dactylis glomerata";"Daphne gnidium";"Dittrichia viscosa";"Echium plantagineum ";"Erica arborea";"Erophaca baetica";"Erucastrum nasturtiifolium";"Euphorbia exigua";"Euphorbia helioscopia";"Foeniculum vulgare";"Galactites tomentosa";"Galium aparine";"Galium minutulum";"Galium murale";"Genista tournefortii";"Geof1";"Geranium robertianum";"Geranium rotundifolium";"Gladiolus illyricus";"Gram_ni1";"Helichrysum stoechas";"Iberis procumbens";"Jasminum fruticans";"Juniperus phoenicea";"Lavandula stoechas";"Lavatera cretica";"Lavatera olbia";"Leontodon taraxacoides";"Lonicera implexa";"Lonicera japonica";"Medicago polymorpha";"Melica ciliata";"Melica minuta";"Moricandia arvensis";"Myrtus communis";"Narduroides salzmannii";"Olea europaea";"Omphalodes linifolia";"Ononis natrix";"Ononis reclinata";"Ononis viscosa";"Ophrys apifera";"Origanum vulgare";"Osyris alba";"Osyris lanceolata";"Phagnalon saxatile";"Phillyrea angustifolia";"Phillyrea latifolia";"Phlomis purpurea";"Picris echioides";"Picris hieracioides";"Pinus halepensis";"Pinus pinea";"Piptatherum miliaceum";"Pistacia lentiscus";"Plantago sp.";"Polypogon maritimus";"Psoralaea bituminosa";"Pulicaria odora";"Quercus coccifera";"Quercus faginea";"Rapistrum rugosum";"Retama monosperma";"Rhamnus alaternus";"Rhamnus lycioides";"Rosmarinus officinalis";"Rostraria cristata";"Rubia peregrina";"Rubus ulmifolius";"Ruscus aculeatus";"Ruta chalepensis";"Salvia sclareoides";"Sanguisorba minor";"Scorpiurus muricatus";"Sedum album";"Sedum sediforme";"Serapias parviflora";"Serapias strictiflora";"Sherardia arvensis";"Silene sp.";"Sinapis alba";"Smilax aspera";"Solanum nigrum";"Sonchus oleraceus";"Spartium junceum";"Staehelina dubia";"Thapsia villosa";"Thymbra capitata";"Thymus mastichina";"Torilis arvensis";"Trifolium angustifolium";"Trifolium arvense";"Trifolium campestre";"Trifolium scabrum";"Tuberaria guttata";"Ulex sp.";"Urginea maritima";"Viburnum tinus";"Vicia parviflora";"Vicia sativa";"Vulpia bromoides";"Vulpia ciliata";"Acer monspessulanum";"Anacamptis pyramidalis";"Anthyllis vulneraria";"Atractylis cancellata";"Atractylis gummifera";"Brachypodium retusum";"Centaurea melitensis";"Centaurea sphaerocephala";"Cephalaria leucantha";"Erica scoparia";"Euphorbia characias";"Euphorbia nicaeensis";"Euphorbia pterococca";"Euphorbia serrata";"Euphorbia sulcata";"Gladiolus italicus";"Helianthemum marifolium";"Linum strictum";"Lobularia maritima";"Ononis pubescens";"Ononis pusilla";"Ornithogalum narbonense";"Phlomis lychnitis";"Quercus suber";"Reichardia picroides";"Ruta angustifolia";"Sideritis hirsuta";"Teucrium haenseleri";"Teucrium scorodonia"
"X1";0;0;0;0;0,0834522022279658;0;0;0;0;0;0;0;0;0,0239993262999076;0;0,010704808334941;0;0;0;0;0;0;0;0;0;0,0850885197343582;0;0;0;0;0;0;0;0;0,0412352055486667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0611982811637439;0;0;0;0;0,0109221000515637;0;0;0;0;0;0,152602829477351;0;0;0;0,0145004334682446;0;0;0;0;0;0;0;0;0;0;0;0;0,247111165253826;0;0;0,143807104667484;0;0;0,0850885197343582;0;0,0155902671220528;0,0246992369155365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X3";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,028441108302214;0;0;0;0,0157262601764135;0;0,0598936278803194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0238625635409656;0;0;0;0;0;0;0;0;0;0,134989278052954;0;0;0;0;0;0;0;0;0;0;0;0;0,313306505925578;0;0;0;0;0;0,269911693761954;0;0;0,0143398971657837;0;0,0803043053387679;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0278126889469152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,031412070908135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X4";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0254255745603203;0,147786154487153;0,0133994227101829;0;0;0,0174800829612335;0;0,0127127876810608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,163677138487128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0255007942148768;0;0;0;0;0;0;0;0,0281936815489239;0;0;0;0;0,282166185204453;0;0;0,0421809397613965;0;0;0;0;0,0183465776815897;0;0;0;0;0;0,0410089915625624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0410089915625624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,141112677576557;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X6";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0608440239191782;0;0;0;0;0;0;0;0;0,0521520206147619;0;0;0;0;0;0,0756250286037179;0;0;0,0217747781312646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0442673047287497;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0840586937553455;0;0,0608199960607253;0;0;0;0;0;0;0;0;0;0,0328878494531319;0;0,0104427284182545;0;0;0,295480711680503;0;0,0231932800928115;0,106930583010241;0;0;0;0;0;0,0115913568534182;0;0;0;0;0,0361381968262037;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0653251808957225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0184682669559707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X7";0;0;0;0;0,0659971137329291;0;0;0;0;0;0;0;0;0,01065749897419;0;0;0;0;0;0;0;0;0,0304499962748795;0;0;0,0943949893257848;0;0;0,0194118729330017;0;0;0,0194118729330017;0;0;0,0137024986811015;0;0;0;0;0;0;0,0650765844039567;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0148443733726345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0244361218934411;0;0,0239793724933688;0;0;0;0;0;0;0;0;0;0,0319724961283352;0;0;0;0;0,209214343028318;0;0;0;0;0;0;0;0,165492711311724;0;0;0,0228374970076009;0;0;0,0194118729330017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0337654567920371;0,120353611072682;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0145897167080116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X8";0;0;0;0;0,0974817417177962;0;0;0;0;0;0;0;0;0,0862403950234792;0;0,0531131231162814;0;0;0,0182198013522864;0;0;0;0;0;0;0;0;0;0,025995131396411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,104517406757625;0;0;0;0;0;0;0;0,0756643996596459;0;0;0;0;0;0;0;0;0;0;0,0116049693879513;0;0;0;0,389581044260839;0;0;0,0197284477965179;0;0;0;0;0,0146180634578318;0,0127654658377488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0343789272020405;0;0;0;0;0,0182198013522864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0378712816812592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X9";0;0;0;0;0,105474574534948;0;0;0;0;0;0;0;0;0,0104172418701712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0138028457577274;0,0869839706550027;0;0;0;0;0;0;0,0162611132093389;0;0;0;0;0;0;0;0;0;0;0;0;0;0,036460346545599;0;0;0;0;0;0,0745318738188007;0;0;0,0212048981057647;0;0;0;0;0,0311188278441836;0;0;0;0;0;0,0331202562683002;0;0;0;0,0268544121942464;0;0;0;0;0;0;0;0;0;0;0;0;0,422790890328849;0;0;0;0;0;0,0711844866456945;0;0;0,0114168322525011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0383774299688725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X10";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0116429888659326;0;0;0;0;0;0;0;0,0223157287957904;0;0;0;0;0;0,0598158561356586;0;0;0;0;0;0;0;0;0;0;0;0;0,0125207301879484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0308539207396765;0,0393030676314439;0;0;0;0;0;0;0;0,0358992163503896;0,0135834875545993;0;0,0280887107003013;0;0,0130983630865618;0;0;0;0;0;0;0;0;0;0,0299095605452577;0,04337013430129;0;0;0;0,451315031690578;0;0,0184347330514907;0,0173189465300495;0;0;0;0;0;0;0;0,0259342383395917;0,0110608393409843;0;0;0;0;0;0;0;0;0,123071813038984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0124626331134717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X11";0;0;0;0;0,0709795387638864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0139959654012143;0;0;0;0;0;0;0,0239339463077317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0143028954678578;0;0;0;0;0,0478782626026606;0;0;0;0;0;0,104969740113203;0;0,0159953889168437;0;0;0;0;0;0;0;0;0;0,0391455270837985;0;0,0160509535042898;0;0;0,324450270257434;0;0,0258007583252629;0;0;0,0214071618780322;0,0544909582275447;0;0;0,0199942359481024;0;0,0275884078861862;0;0;0;0;0,034190144175965;0;0;0;0;0,0320205808312235;0;0;0;0;0;0;0;0;0,017994812432473;0;0;0;0,0156966971153447;0;0;0;0,0165418977788518;0;0;0,012649686816231;0;0;0;0;0,012821291877321;0;0;0;0;0;0;0,0371008782885413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X13";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0104308105159512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0635573751942476;0;0;0;0;0;0;0;0;0;0;0,0199411534810283;0;0;0;0;0;0,422881734587161;0;0,115599453788861;0,0283090944151561;0;0;0,134244527108899;0;0;0,153698912940075;0;0;0;0;0;0;0;0;0;0;0;0,0187773478054061;0;0;0;0;0;0;0;0;0;0;0;0,0325595901632147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
