"";"Allium ampeloprasum";"Allium roseum";"Anagallis monelli";"Anemone palmata";"Arbutus unedo";"Aristolochia baetica";"Asparagus albus";"Asparagus aphyllus";"Asphodelus fistulosus";"Asplenium sp.";"Asteriscus aquaticus";"Asterolinon linum-stellatum";"Avena barbata";"Blackstonia perfoliata";"Brachypodium distachyom";"Brachypodium phoenicoides";"Briza maxima";"Briza minor";"Bromus rubens";"Bupleurum fruticosum";"Calamintha nepeta";"Carduus tenuiflorus";"Carex flacca";"Carex hallerana";"Catapodium rigidum";"Centaurium erythraea";"Centranthus calcitrapae";"Cerastium glomeratum";"Ceratonia siliqua";"Ceterach officinarum";"Cheirolophus sempervirens";"Cistus albidus";"Cistus crispus";"Cistus monspeliensis";"Cistus salviifolius";"Plant_NI";"Convolvulus althaeoides";"Convolvulus arvensis";"Coronilla valentina";"Crepis capillaris";"Crepis sp.";"Dactylis glomerata";"Daphne gnidium";"Dittrichia viscosa";"Echium plantagineum ";"Erica arborea";"Erophaca baetica";"Erucastrum nasturtiifolium";"Euphorbia exigua";"Euphorbia helioscopia";"Foeniculum vulgare";"Galactites tomentosa";"Galium aparine";"Galium minutulum";"Galium murale";"Genista tournefortii";"Geof1";"Geranium robertianum";"Geranium rotundifolium";"Gladiolus illyricus";"Gram_ni1";"Helichrysum stoechas";"Iberis procumbens";"Jasminum fruticans";"Juniperus phoenicea";"Lavandula stoechas";"Lavatera cretica";"Lavatera olbia";"Leontodon taraxacoides";"Lonicera implexa";"Lonicera japonica";"Medicago polymorpha";"Melica ciliata";"Melica minuta";"Moricandia arvensis";"Myrtus communis";"Narduroides salzmannii";"Olea europaea";"Omphalodes linifolia";"Ononis natrix";"Ononis reclinata";"Ononis viscosa";"Ophrys apifera";"Origanum vulgare";"Osyris alba";"Osyris lanceolata";"Phagnalon saxatile";"Phillyrea angustifolia";"Phillyrea latifolia";"Phlomis purpurea";"Picris echioides";"Picris hieracioides";"Pinus halepensis";"Pinus pinea";"Piptatherum miliaceum";"Pistacia lentiscus";"Plantago sp.";"Polypogon maritimus";"Psoralaea bituminosa";"Pulicaria odora";"Quercus coccifera";"Quercus faginea";"Rapistrum rugosum";"Retama monosperma";"Rhamnus alaternus";"Rhamnus lycioides";"Rosmarinus officinalis";"Rostraria cristata";"Rubia peregrina";"Rubus ulmifolius";"Ruscus aculeatus";"Ruta chalepensis";"Salvia sclareoides";"Sanguisorba minor";"Scorpiurus muricatus";"Sedum album";"Sedum sediforme";"Serapias parviflora";"Serapias strictiflora";"Sherardia arvensis";"Silene sp.";"Sinapis alba";"Smilax aspera";"Solanum nigrum";"Sonchus oleraceus";"Spartium junceum";"Staehelina dubia";"Thapsia villosa";"Thymbra capitata";"Thymus mastichina";"Torilis arvensis";"Trifolium angustifolium";"Trifolium arvense";"Trifolium campestre";"Trifolium scabrum";"Tuberaria guttata";"Ulex sp.";"Urginea maritima";"Viburnum tinus";"Vicia parviflora";"Vicia sativa";"Vulpia bromoides";"Vulpia ciliata";"Acer monspessulanum";"Anacamptis pyramidalis";"Anthyllis vulneraria";"Atractylis cancellata";"Atractylis gummifera";"Brachypodium retusum";"Centaurea melitensis";"Centaurea sphaerocephala";"Cephalaria leucantha";"Erica scoparia";"Euphorbia characias";"Euphorbia nicaeensis";"Euphorbia pterococca";"Euphorbia serrata";"Euphorbia sulcata";"Gladiolus italicus";"Helianthemum marifolium";"Linum strictum";"Lobularia maritima";"Ononis pubescens";"Ononis pusilla";"Ornithogalum narbonense";"Phlomis lychnitis";"Quercus suber";"Reichardia picroides";"Ruta angustifolia";"Sideritis hirsuta";"Teucrium haenseleri";"Teucrium scorodonia"
"X1";0;0;0;0;0,102927596069954;0;0;0;0;0;0;0;0;0,0154989625682736;0;0,0204781499135486;0;0;0;0;0;0;0;0;0;0,0549508667815271;0;0;0;0;0;0;0;0;0,0266300353312964;0;0;0;0;0;0;0,0451093876526387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0395223539672111;0;0;0;0;0,0219377771281585;0;0;0;0;0;0,129699366819613;0;0;0;0,077358602552109;0;0;0;0;0;0;0;0;0;0;0;0;0,159586425577548;0;0;0,0276071853304547;0;0;0,0549508667815271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,108768483669955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,114973939856185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X3";0;0;0;0;0,137567767153961;0;0;0;0;0;0;0;0;0;0;0,0161419272997034;0;0;0;0;0;0;0;0;0;0;0;0;0,0184406490858663;0;0;0;0,0101965943895267;0;0,0388338373626056;0;0;0;0;0;0;0,0463945018878432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,203141708498143;0;0;0,259315761008324;0;0;0,175005375175501;0;0;0;0;0,0520677147704966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0428941633680296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X4";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0164189755249758;0,0954352967598894;0,0196034206808666;0;0;0,01128804596467;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,169273237882406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0441741788929223;0;0;0;0;0;0,123366564720122;0;0;0;0;0;0;0;0;0;0;0;0,0182065253319063;0;0;0;0;0,182213372518152;0;0;0,152208693847478;0;0;0;0;0;0;0;0;0;0;0,0264822188058026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0264822188058026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,114847250265006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X6";0;0;0;0;0,0150675139025339;0;0;0;0;0;0;0;0;0,0394720409271409;0;0,0102300428687105;0;0;0;0;0;0;0,0338331780106036;0;0;0;0;0;0,0379951029647983;0;0;0,08115594819533;0;0;0;0;0;0;0;0;0;0,04885709095457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0154149362800255;0;0;0,0467891242716602;0;0;0;0;0;0;0;0;0;0;0,0755907954397656;0;0,0394564530591606;0;0;0;0;0;0;0;0;0;0,0213357114799649;0;0,012441573315313;0;0;0,191690588382621;0;0;0,0620728395340277;0;0;0;0;0;0,0395814804933557;0;0,0121729504557454;0;0;0,0258975746598891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,107224143900988;0,0620098370827796;0;0;0;0;0;0;0;0;0;0;0;0,0217110738210164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X7";0;0;0;0;0,19387293815776;0;0;0;0;0;0;0;0;0;0;0,0139518395621274;0;0;0;0;0;0;0,0202489363521222;0;0;0,0627717032725528;0;0;0,0129086971291392;0;0;0,0129086971291392;0;0;0;0;0;0;0;0;0;0,0810696600713914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0744532864970299;0;0;0;0;0;0,0580301147276525;0;0,0159460376611812;0;0,017909151403328;0;0;0;0;0;0;0;0,0212613831961362;0;0;0;0;0,139125400137615;0;0;0,028580891512585;0;0;0;0;0,034473814536927;0,0170137544811421;0;0,0151867021320521;0;0;0,0129086971291392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0800339214612416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0873443734497378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X8";0;0;0;0;0,063048996765904;0;0;0;0;0;0;0;0;0,0557783467048269;0;0;0;0;0,0117841574872682;0;0;0;0;0;0;0;0;0;0,0168130659799481;0;0;0;0;0;0;0;0;0;0;0;0;0,178226424971304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0489380309109123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,251972252104057;0;0;0,0288733577163359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,332781209872175;0;0;0;0;0,0117841574872682;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X9";0;0;0;0;0,143151815642434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0345134103258439;0;0;0;0;0;0,0589241646900963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0246987513714667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0163405529206915;0;0;0;0,013996707618291;0;0;0;0;0;0;0;0,0113107490661694;0;0;0;0;0,286404493421188;0;0,0169862180704114;0,0511698285630959;0;0;0,0482213720862101;0;0,0159998634288792;0,018952446192976;0;0;0;0;0,0218512756215235;0;0;0;0;0;0;0,0143402439557701;0;0;0;0;0;0;0;0;0;0;0;0;0,20946212029539;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0136759867295629;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X10";0;0;0;0;0;0;0;0;0;0;0;0,0359590300403277;0,0289045923536811;0;0;0;0;0;0;0;0;0;0,0149195608842008;0;0;0,0337441472725209;0;0;0,0399909102509303;0;0;0;0;0;0;0;0;0;0;0;0;0,0126326961631598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,017503384789428;0;0;0;0,0206279146517834;0,0281781641757814;0;0;0;0;0;0;0,14642525493584;0,032654957198403;0;0;0,0187791863437102;0,0112575867644969;0;0;0;0;0;0;0;0,0205055599232885;0;0,011945436484076;0;0,0289958425819426;0;0;0;0,301734357630873;0;0,0123248550232241;0,0115788769244244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0333031596269655;0;0;0;0,0167624129219344;0;0;0;0;0;0;0;0,0213290585648046;0;0;0;0;0;0;0;0,0257751620418907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0741678924523129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X11";0;0;0;0;0,0621413213177959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,135581892482547;0;0;0,0447343011599287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0591049404478728;0;0;0;0;0;0;0;0,0224386205433106;0;0;0;0;0;0,0817060096664945;0;0,010879331188834;0;0;0;0;0;0;0;0;0;0;0;0,148731499602857;0;0;0,220676218802053;0;0;0;0;0,014560171377818;0,0370622549058568;0;0;0,0135991638514045;0;0,025529746019934;0;0;0;0;0,0232545706652131;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0122392475201192;0;0;0,0345871753393709;0;0;0;0;0,0112510414947433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0419224936138475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X13";0;0;0;0;0,0118349722461597;0;0;0;0;0;0;0;0;0;0;0,0235496812527527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0287467586053516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0229562383609971;0;0;0;0;0,0492921845157201;0;0;0;0;0;0,0667991827438259;0;0;0;0,0124410183137313;0;0;0;0;0;0;0,0889176824650687;0;0;0,0341405138906538;0;0;0,274318626802765;0;0,0749880659978567;0;0;0;0,0870829154355676;0;0,0201783447335393;0,0701796497709601;0;0;0;0;0,0320414022194879;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0276815775372647;0;0;0;0;0;0;0;0;0;0;0;0;0,0282077739932335;0;0;0;0;0;0;0,046643411115064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
