"";"unavailable";"richness";"LMA";"Dur_flowering";"Entomophily";"Zooc";"Resprouter";"Height";"richness_new_spp"
"X1";5;16;0,107904664842225;3,71479182170662;0,480109270931722;0,625605558939439;0,577860468731929;0,250086081812531;3
"X3";5;15;0,098324218019049;4,16454209433588;0,47716526786721;0,341778302451209;0,411764706124568;0,648494210152039;6
"X4";13;27;0,0904562384206521;4,18038052765974;0,454987659173173;0,32665177466491;0,533763134157369;0,309099331755394;8
"X6";4;21;0,110568641924096;4,23666673179067;0,518857720967723;0,397020200143419;0,339845944724629;0,31191389126434;8
"X7";12;27;0,102771818448109;3,88814346263655;0,650803420010777;0,601791814328741;0,534054135254054;0,200633789035851;2
"X8";13;24;0,113942250839104;3,9348047161904;0,603163178235294;0,571191288660991;0,572791597647059;0,285881845694853;4
"X9";7;24;0,116366820854196;4,39531329080406;0,674664029808626;0,354736667097952;0,163926340865733;0,297190550634726;5
"X10";17;37;0,11409118461575;4,56411623281153;0,486956654518704;0,538543387693125;0,327943043990883;0,31991176446597;4
"X11";25;36;0,0957771455063054;4,72227246262458;0,57585456950413;0,50937084559352;0,343106540387713;0,333545764044321;9
"X13";14;20;0,115607239395432;4,20726145939247;0,552801670588235;0,335699673570477;0,364131673132637;0,472338429633016;8
"X14";9;25;0,122045571132775;4,00897143118513;0,567215364061059;0,538981247655277;0,297406163969375;0,271884365274064;7
"X16";10;22;0,0951959126607303;4,62308464573955;0,735839899927456;0,497025059035961;0,328307067011157;0,0937195116554611;10
"X17";9;25;0,104065170646424;4,58761911721304;0,828812494027625;0,841107149430576;0,176358510838999;0,121456484363767;11
"X19";7;18;0,098485617380071;3,91642797974522;0,495880070920579;0,769422296135338;0,666292272352941;0,176829521781583;6
"X20";7;19;0,103389095909911;4,62877340991885;0,70781992784396;0,848213167503757;0,255635280296569;0,0710469068317506;11
"X21";10;19;0,10213257361757;4,49313357414106;0,578229114516659;0,783613782042903;0,449574814310378;0,228917974388004;2
"X22";20;26;0,108635342634923;4,06827064271613;0,51063357149837;0,250057379309539;0,147321403961789;0,384623277780693;13
"X27";9;21;0,102977026259223;4,6352455861904;0,755705561176471;0,833413935131579;0,729689006470588;0,0819629545997982;6
"X28";10;23;0,0979509524023367;4,70661651350121;0,572654562565765;0,479544531072195;0,267465800954078;0,258146681193834;6
"X29";10;30;0,111566202008284;4,31508330696506;0,522103602714211;0,366968510856661;0,354951989377654;0,382961392560879;12
"X30";15;19;0,164754198441324;6,57872950913187;0,626989102051427;0,875665396436319;0,674367419877665;0,0664314374020645;4
"X36";16;34;0,101993717702602;4,78460603140437;0,820165051747691;0,481788478706313;0,297628302815291;0,0731852882908668;12
"X37";10;27;0,100552982066198;4,39076008049514;0,506554136370059;0,410289026458236;0,304667678104746;0,506142344655965;10
"X38";7;24;0,0954557565468449;4,47273121314332;0,51650018312477;0,80013961986259;0,108614107744115;0,0844054736999804;9
"X39";17;20;0,109276917441657;4,96032313215709;0,578685706014232;0,25505111050543;0,274218602722013;0,0733309110549071;7
"X43";24;36;0,10952930315306;3,9275992572615;0,508147196577836;0,371350728508095;0,250361583584761;0,37104840994017;12
"X44";12;29;0,0948781703732355;4,74240580891901;0,633929039594404;0,468228440292264;0,368901365894741;0,110258325010006;9
"X45";12;24;0,108234780102345;4,00460540584333;0,786469017072078;0,571898778219752;0,430108581381022;0,0764075640785916;7
"X46";23;26;0,0679775607134225;4,61964741419386;0,49047101300933;0,201529323799055;0,209054751376385;0,0997193642772511;9
"X47";12;29;0,096463990294688;3,90808832754695;0,59386952517155;0,763805805136352;0,434386373837541;0,109995145773197;5
"X48";5;18;0,0972845528046291;4,95384700192622;0,496778406258915;0,867622188085784;0,320891864798251;0,0889651449299059;3
"X51";14;23;0,109781550903231;4,09940676760159;0,529366564160485;0,457560789398285;0,3034749911815;0,344763289406595;10
"X52";7;20;0,0983571040713541;3,94933368957369;0,521145253629329;0,811565370558928;0,124309528594748;0,0536718064871111;10
"X53";13;19;0,150315559893184;6,26120452854364;0,443117240874957;0,774363908789261;0,468924947524724;0,188012891450532;5
"X55";9;18;0,0719441946192085;5,11371925150812;0,951136934679846;0,791945738820188;0,548784158156117;0,0603648989883918;1
"X56";13;29;0,0968645123751028;4,74264944043579;0,603582513042198;0,465332318133835;0,381310738903229;0,115857418901384;10
"X57";11;27;0,0962266085206534;4,48944609932594;0,705833672616811;0,540170837812614;0,337691598325608;0,124186648331186;10
"X58";14;26;0,094799221932515;3,93099498540514;0,778665809721274;0,57660577851934;0,451309699708965;0,185542912509312;7
"X60";10;26;0,104020085760461;4,71693870883304;0,509115305711259;0,433383725123301;0,36075471655139;0,235654660219378;5
"X61";7;25;0,125262865382097;4,08509727561008;0,508561632996994;0,672461542413666;0,320742891997565;0,214359294508944;7
"X62";13;16;0,149201947564083;6,11283670965373;0,656612714018126;0,621876753717568;0,678274472419856;0,0405758354094492;5
"X63";17;25;0,101788918750926;5,5341394093995;0,579176992956766;0,537444984526052;0,363863010461558;0,0563003245862706;10
"X65";14;18;0,10149839577911;5,73443672558967;0,543321228221498;0,275732540932653;0,280287038420545;0,1070759431992;7
"X69";16;23;0,113181888596114;4,10879497088945;0,505486085390315;0,189676381105539;0,193543988084589;0,392709010260861;7
"X71";19;27;0,0989581296888156;3,97364966254162;0,49902432549589;0,538341386241045;0,681906282635024;0,0823082561986368;9
"X74";14;23;0,13035368640159;4,05276990169368;0,52632747852815;0,31053176488073;0,303579122449233;0,32926783885777;12
"X75";8;22;0,13219222342264;4,34635090133705;0,36975398668442;0,325472540392927;0,36348314319321;0,356463414045405;8
"X76";4;20;0,119586590326044;3,90783435787846;0,529868433479988;0,259513295296604;0,133808243330031;0,33053327524099;7
"X79";3;13;0,104160504505692;5,06766767359683;0,581168093366977;0,462563485774514;0,274810864446616;0,352790093234286;7
"X80";10;31;0,0966677690377521;4,28098143155859;0,516125244169544;0,534550851334952;0,463215434766174;0,136291939409851;10
"PE10";10;26;0,0978700219159678;4,29867091882945;0,556155490731538;0,509983412227524;0,320956601924864;0,0899041473348934;9
"PE11";21;38;0,100676343308105;4,7133258111276;0,5111130575436;0,50916296168715;0,256699461006532;0,12610723687872;6
"PE13.1";12;32;0,0967858845591741;3,95507454644503;0,520937095773562;0,568385901791051;0,335891046275114;0,233965182755229;6
"PE13.2";12;25;0,0959114393194389;3,97564043172744;0,605867403580357;0,794933860449025;0,407442138325207;0,136288592176972;8
"PE14";8;23;0,102689764082347;4,09379234747722;0,736519390278258;0,765412728973242;0,70442717553462;0,114563369283531;2
"PE20";12;31;0,101807792882749;4,53983309669611;0,632271070523251;0,579859750984295;0,423797744823551;0,216331867054053;9
"UECR1";8;28;0,113161385790689;4,3998834131097;0,533323241683367;0,420153252788465;0,31053537996319;0,316371588651228;9
"UECR2";5;23;0,122070847726572;4,1797130220287;0,258242173539154;0,76574793401107;0,254555457437736;0,457634133752794;7
"UECR3";12;24;0,109081333883008;3,9356952980073;0,387620919141968;0,39253187775431;0,310849365844544;0,291229990698566;7
