"";"Allium ampeloprasum";"Allium roseum";"Anagallis monelli";"Anemone palmata";"Arbutus unedo";"Aristolochia baetica";"Asparagus albus";"Asparagus aphyllus";"Asphodelus fistulosus";"Asplenium sp.";"Asteriscus aquaticus";"Asterolinon linum-stellatum";"Avena barbata";"Blackstonia perfoliata";"Brachypodium distachyom";"Brachypodium phoenicoides";"Briza maxima";"Briza minor";"Bromus rubens";"Bupleurum fruticosum";"Calamintha nepeta";"Carduus tenuiflorus";"Carex flacca";"Carex hallerana";"Catapodium rigidum";"Centaurium erythraea";"Centranthus calcitrapae";"Cerastium glomeratum";"Ceratonia siliqua";"Ceterach officinarum";"Cheirolophus sempervirens";"Cistus albidus";"Cistus crispus";"Cistus monspeliensis";"Cistus salviifolius";"Plant_NI";"Convolvulus althaeoides";"Convolvulus arvensis";"Coronilla valentina";"Crepis capillaris";"Crepis sp.";"Dactylis glomerata";"Daphne gnidium";"Dittrichia viscosa";"Echium plantagineum ";"Erica arborea";"Erophaca baetica";"Erucastrum nasturtiifolium";"Euphorbia exigua";"Euphorbia helioscopia";"Foeniculum vulgare";"Galactites tomentosa";"Galium aparine";"Galium minutulum";"Galium murale";"Genista tournefortii";"Geof1";"Geranium robertianum";"Geranium rotundifolium";"Gladiolus illyricus";"Gram_ni1";"Helichrysum stoechas";"Iberis procumbens";"Jasminum fruticans";"Juniperus phoenicea";"Lavandula stoechas";"Lavatera cretica";"Lavatera olbia";"Leontodon taraxacoides";"Lonicera implexa";"Lonicera japonica";"Medicago polymorpha";"Melica ciliata";"Melica minuta";"Moricandia arvensis";"Myrtus communis";"Narduroides salzmannii";"Olea europaea";"Omphalodes linifolia";"Ononis natrix";"Ononis reclinata";"Ononis viscosa";"Ophrys apifera";"Origanum vulgare";"Osyris alba";"Osyris lanceolata";"Phagnalon saxatile";"Phillyrea angustifolia";"Phillyrea latifolia";"Phlomis purpurea";"Picris echioides";"Picris hieracioides";"Pinus halepensis";"Pinus pinea";"Piptatherum miliaceum";"Pistacia lentiscus";"Plantago sp.";"Polypogon maritimus";"Psoralaea bituminosa";"Pulicaria odora";"Quercus coccifera";"Quercus faginea";"Rapistrum rugosum";"Retama monosperma";"Rhamnus alaternus";"Rhamnus lycioides";"Rosmarinus officinalis";"Rostraria cristata";"Rubia peregrina";"Rubus ulmifolius";"Ruscus aculeatus";"Ruta chalepensis";"Salvia sclareoides";"Sanguisorba minor";"Scorpiurus muricatus";"Sedum album";"Sedum sediforme";"Serapias parviflora";"Serapias strictiflora";"Sherardia arvensis";"Silene sp.";"Sinapis alba";"Smilax aspera";"Solanum nigrum";"Sonchus oleraceus";"Spartium junceum";"Staehelina dubia";"Thapsia villosa";"Thymbra capitata";"Thymus mastichina";"Torilis arvensis";"Trifolium angustifolium";"Trifolium arvense";"Trifolium campestre";"Trifolium scabrum";"Tuberaria guttata";"Ulex sp.";"Urginea maritima";"Viburnum tinus";"Vicia parviflora";"Vicia sativa";"Vulpia bromoides";"Vulpia ciliata";"Acer monspessulanum";"Anacamptis pyramidalis";"Anthyllis vulneraria";"Atractylis cancellata";"Atractylis gummifera";"Brachypodium retusum";"Centaurea melitensis";"Centaurea sphaerocephala";"Cephalaria leucantha";"Erica scoparia";"Euphorbia characias";"Euphorbia nicaeensis";"Euphorbia pterococca";"Euphorbia serrata";"Euphorbia sulcata";"Gladiolus italicus";"Helianthemum marifolium";"Linum strictum";"Lobularia maritima";"Ononis pubescens";"Ononis pusilla";"Ornithogalum narbonense";"Phlomis lychnitis";"Quercus suber";"Reichardia picroides";"Ruta angustifolia";"Sideritis hirsuta";"Teucrium haenseleri";"Teucrium scorodonia"
"X1";0;0;0;0;0,135787915901537;0;0;0;0;0;0;0;0;0,0173498555645906;0;0;0;0;0;0;0;0;0;0;0;0,0615131237080439;0;0;0;0;0;0;0;0;0,0298102059826707;0;0;0;0;0;0;0,122529320125186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0442421310383304;0;0;0;0;0,0664324288568986;0;0;0;0;0;0,135606656632638;0;0;0;0,110275178240055;0;0;0;0;0;0;0;0;0;0;0;0;0,178644307426582;0;0;0;0;0;0,0615131237080439;0;0,0127397134465824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0235560393688414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X3";0;0;0;0;0,0128951054106652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0206844769579956;0;0;0;0,0114372992359495;0;0,0435590748664597;0;0;0;0;0;0;0,0687236489010587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0607746178945953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,227859657709023;0;0;0;0;0;0,19629974159193;0;0,0655417948439467;0,0103900731786229;0;0,0584032287264376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,223431280683316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X4";0;0;0;0;0,0585193841217462;0;0;0;0;0;0;0;0;0,0183156578303201;0,106459762835402;0,0180278632824752;0;0;0,0125920150832386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,173921289357291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0410343263457327;0;0;0;0;0;0,0126786707311186;0;0;0;0,030484831397056;0;0;0;0;0;0;0;0,0203097012813619;0;0;0;0;0,203262242402061;0;0;0,0797847936089634;0;0;0;0;0,0356837603979116;0,0486192023016621;0;0;0;0;0,0295413838395051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0503087868798746;0,0295413838395051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0309149444647744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X6";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0446139661083908;0;0;0;0;0;0;0;0;0,0382405424611915;0;0;0;0;0;0,101171941050133;0;0;0,0139890181713073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0271231940660794;0;0;0;0;0,0888414125062069;0;0;0;0;0;0,0771532142172202;0;0,044596347647388;0;0;0;0;0;0;0;0;0;0,0825870319700314;0;0;0;0;0,216661647397091;0;0,0112507947687009;0,0528549304380162;0;0;0;0;0;0;0;0,018566328435168;0;0;0,0132137324650051;0;0;0;0;0;0;0,0389061363661235;0;0;0;0;0;0;0;0;0;0;0;0,0620980540822196;0,0681317078497273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X7";0;0;0;0;0,0808690910009164;0;0;0;0;0;0;0;0;0;0;0,0612480353172487;0;0;0;0;0;0;0,0223737171216829;0;0;0,0693585237191541;0;0;0,0142632448912098;0;0;0,0142632448912098;0;0;0;0;0;0;0;0;0;0,0479878947925283;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0109071872354205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,174358141014419;0;0,0176193025469991;0;0,0286898028612576;0;0;0;0;0;0;0;0,023492403006946;0;0;0;0;0,153724239781794;0;0;0,0132805078708575;0;0;0;0;0,0380912538388085;0,0162603942699766;0;0,0167802876953673;0;0;0,0142632448912098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0493109308187268;0,0884321175084897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,044426434925777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X8";0;0;0;0;0,100783194547611;0;0;0;0;0;0;0;0;0,0615767500885262;0;0;0;0;0,0130091722588572;0;0;0;0;0;0;0;0;0;0,0185608578100716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,338371372777841;0;0,0540253535152746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,278165871053184;0;0;0,0140863652035683;0;0;0;0;0;0,0512987468764611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0252750797480142;0;0;0;0;0,0130091722588572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0318380638617342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X9";0;0;0;0;0,155363037660737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0235473685327682;0;0;0,0375852295259987;0;0;0,0623769378957939;0;0;0;0;0;0;0,0159807753702679;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0261460215601592;0;0;0;0;0;0,024983983036238;0;0;0,0500324024795186;0;0;0;0;0,0113834933152289;0;0;0;0;0;0,029251306259206;0;0;0;0;0;0;0;0;0;0;0,0290138120559789;0;0;0,0344307288476695;0;0;0,303186908005713;0;0,0171129703359753;0,0301964206767323;0;0;0,0510469948567136;0;0;0;0;0;0;0;0,014000969129707;0;0;0;0;0;0;0,0403858567022865;0;0;0;0;0;0;0;0;0;0;0;0;0,0250036821653698;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0189711015879372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X10";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0164085783299092;0;0;0;0;0;0,0439821244358233;0;0;0,0609953832201396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0226369110974663;0;0,0226866431239878;0;0;0;0;0;0,0145915261824054;0;0;0,0263964089570243;0;0;0,0999901695104364;0;0;0;0,0669895267835212;0;0;0;0;0;0;0;0;0,031889715651843;0;0;0;0,331848362055613;0;0,021663103592112;0,0127344839745245;0;0;0;0;0;0,015197855179645;0;0,0229095904883288;0;0;0,0640344090532064;0;0;0;0;0;0;0,0565567130798503;0;0;0;0;0;0;0;0;0;0;0;0;0,0192298097666019;0;0;0;0;0;0;0;0;0;0;0;0,0492586855175612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X11";0;0;0;0;0,0680806198554812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0429674315134445;0;0;0;0;0;0;0;0;0;0,0542010795512568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0288951452787208;0;0;0;0;0;0;0;0,0244298646814515;0;0;0;0;0;0,0840721821842383;0;0,0118447828936233;0;0;0;0;0;0;0;0;0,0225147060728589;0,0638816220672644;0;0,0166671113488814;0;0;0,240259429198989;0;0,013014308383784;0,0477910904114581;0;0,0158522675586168;0,0403512270458831;0;0,0408398239625957;0,0502415405082617;0;0;0;0;0;0;0,025318223706304;0;0;0;0;0,0347352697374208;0;0;0;0;0;0;0;0;0,0133253806820331;0;0;0,0369163496620708;0;0;0;0;0,012249479450461;0;0;0;0;0;0;0;0,0115510642449007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X13";0;0;0;0;0;0;0;0,0144877724870213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0135491073408661;0;0;0;0;0;0;0;0;0;0;0,0273746076700997;0;0;0;0;0;0,313887141248319;0;0,0858045621551291;0;0;0,015540796372717;0,203984120296902;0,0305402526365127;0;0,0511277231084819;0;0;0,0143289207075776;0;0;0;0;0;0;0;0;0;0;0;0;0,015066018978799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0204817360383461;0;0;0;0;0,0121779441200855;0;0;0;0;0;0;0;0,046912949999605;0;0;0;0,0848230341983833;0;0,0313559413069581;0;0;0;0;0;0;0;0;0;0,0185573713341964;0;0;0
"X14";0;0;0;0;0,104949360104437;0;0;0;0;0;0;0;0;0,0180343294858458;0;0,0712811404808376;0;0;0;0;0;0;0;0;0;0,0466770875417318;0;0;0,011360899799912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,100863835742755;0;0;0;0;0;0;0;0;0;0;0,0754629922160624;0;0,0296195741325953;0;0,0132760004838611;0;0;0;0;0;0;0,017082805253395;0,0510175682048822;0;0,0136773058821024;0;0;0,181198777156446;0;0,046533124459807;0,0108950864598146;0;0;0;0;0,0206008100923046;0;0;0,0105033950946718;0;0;0,0483156175500874;0,0169734861704531;0;0;0;0;0;0,0106982720422335;0;0;0;0;0;0;0;0;0;0;0;0,042081226904557;0,0150424567224137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0438548480187935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"X16";0;0;0;0;0,0142491756364147;0;0;0;0;0;0;0;0,0268281115643403;0;0,0701658302009076;0,0208232563159462;0;0;0,0247644108962267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0123822051602271;0;0;0;0;0;0,185733080282269;0,0392103167245674;0;0;0;0;0;0;0;0;0;0,033444877934179;0;0;0;0;0;0;0,051592522460567;0;0;0;0;0;0,111439848169361;0;0;0;0;0;0;0;0;0;0;0;0,0221831741221488;0,0492708515751089;0;0,0246364412333204;0;0;0;0;0,0123822051602271;0;0;0;0,0227007096523405;0;0,0371207060213573;0,168869073075821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0185733083161131;0,0135765212847829;0;0;0;0;0;0;0;0;0;0;0;0;0,0155990664978157;0;0;0;0;0;0;0,0244543077159583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
