"";"unavailable";"richness";"LMA";"Dur_flowering";"Entomophily";"Zooc";"Resprouter";"Height";"richness_new_spp"
"X1";5;15;0,0989734518822808;4,07596047349112;0,716396476166521;0,764713415975476;0,752538895343077;0,270048416693541;3
"X3";6;11;0,110805768020467;3,34333463873908;0,276648858782516;0,824456844077399;0,655172414019025;0,162438574699987;2
"X4";13;29;0,0951286704832443;4,05547400493531;0,668288491801342;0,578808189665806;0,72668873394944;0,170011398530029;9
"X6";4;20;0,104832967430178;4,03917518060549;0,664510118390203;0,493456507338253;0,672066960853013;0,365417583436222;9
"X7";12;26;0,0973668624276402;3,97288263214028;0,85261712630854;0,773130260846117;0,7268593205332;0,120401758597615;1
"X8";13;22;0,104569974421644;4,28532754056451;0,767371518275862;0,765660247582466;0,749567488275862;0,182613371017558;2
"X9";7;22;0,0970049438933444;4,71096938974573;0,626872491136834;0,45541521319362;0,669946970676286;0,203975553845903;4
"X10";17;34;0,104904671064192;4,35605868974652;0,652837934648405;0,564622734299916;0,691227699052185;0,221751440427709;4
"X11";32;42;0,1146450762303;4,22929094253923;0,619068393305137;0,764327784772807;0,685131489360282;0,231408478187939;12
"X13";7;25;0,100512178247325;4,17758477972421;0,528625222395932;0,442045489661957;0,446668043803271;0,474230121810962;13
"X14";9;22;0,120582657772989;3,94145515918896;0,522473566932375;0,779786996589951;0,392190216534292;0,146267571425293;5
"X16";10;19;0,107911841762317;3,33927679049611;0,85511629186134;0,763376067067142;0,696709195692555;0,0798012269750653;6
"X17";9;25;0,104178797635379;4,02644555434109;0,52717853356544;0,84184363509179;0,511636103304503;0,263317112379353;10
"X19";7;19;0,0948959934636903;4,60737692696102;0,723491120834355;0,789075920858168;0,80437822862069;0,234598535579355;6
"X20";17;19;0,103910301911595;3,93341933637062;0,758826724427353;0,784578941679068;0,583602471343278;0,0698621802035322;11
"X21";8;28;0,106182395146638;4,33237208642235;0,562122245475797;0,774070705170539;0,468553341136481;0,142330383831512;11
"X22";4;29;0,110776843687558;4,21348109427197;0,549326422919225;0,330452246757061;0,198996591381145;0,311198061161951;15
"X27";9;20;0,0973594558470676;4,53069294546985;0,764688198900484;0,829016407618946;0,84154183137931;0,178348484557599;4
"X28";10;24;0,101991134726168;3,54354735884241;0,854734791516381;0,77290907844974;0,698348373279327;0,0794870207860517;5
"X29";18;25;0,104159451632422;4,27843233525526;0,709843920605619;0,658636106404436;0,680512518250638;0,286424621943133;7
"X30";10;25;0,0953573976059554;4,16754743845708;0,798431083081497;0,775179729620398;0,694869477589917;0,326359230872406;10
"X36";16;29;0,0961153757396834;4,07130751419148;0,760618189754039;0,766107891354782;0,288031581745474;0,171320716285473;9
"X37";10;20;0,108996517003821;3,26736367254028;0,78664626459635;0,764497428102011;0,675901440857794;0,209114678968284;5
"X38";7;23;0,0984900647763682;5,11647703873496;0,626961172389688;0,830126385436206;0,162648925369839;0,0543523920197265;11
"X39";10;32;0,0965092737820478;4,17813448038778;0,601197263431999;0,391381376132154;0,17418316712787;0,0861019738844324;15
"X43";11;26;0,102468193142973;4,7193683264939;0,544805949008669;0,448569649433626;0,670747805386392;0,224180632278436;4
"X44";23;28;0,10014937996334;3,89346027361338;0,882407119163713;0,522643160420484;0,685890365635941;0,0702065080580583;11
"X45";12;31;0,0949275489743599;4,37045319975378;0,552725587201939;0,274807678794336;0,669590962879271;0,808380752240377;12
"X46";23;24;0,0986673005933785;5,3729004509654;0,493188311604593;0,437024924160959;0,491688534004881;0,101785459694299;9
"X47";29;42;0,101020085835125;4,4537150520682;0,721600560656399;0,803520884726015;0,692805118754808;0,0781479637117255;13
"X48";5;21;0,107069659547404;4,81793223697388;0,61977851120808;0,824750945681122;0,398628274912029;0,138397833051763;7
"X51";3;17;0,0994181358384055;4,77431675915575;0,593743078162051;0,483673866484856;0,679703510790098;0,205612320479528;4
"X52";7;24;0,0959441442990718;4,09657058753111;0,689758967730013;0,826086711400533;0,457281121895628;0,165519329575741;14
"X53";7;23;0,0957831926245896;4,03546944596665;0,654277788528767;0,812108941407301;0,443168048325979;0,105231843542379;8
"X55";9;20;0,108171711412529;4,25799517662052;0,495118195545814;0,781460235044878;0,314771710153396;0,0885126511135082;6
"X56";13;27;0,096950350800086;3,98232216938371;0,822006547847232;0,641101211766314;0,689765393023824;0,120815644920052;9
"X57";11;22;0,098105925937935;4,90328348508073;0,59611154035272;0,773237532507233;0,439401922563973;0,059991507102863;7
