"";"unavailable";"richness";"LMA";"Dur_flowering";"Entomophily";"Zooc";"Resprouter";"Height";"richness_new_spp"
"X1";5;19;0,107645046505397;3,82947353419626;0,612997594385759;0,594033320376749;0,551476748060654;0,348978238165828;6
"X3";5;12;0,0992236117965671;3,90016454076174;0,694986394551261;0,433269195329759;0,375000000234375;0,278614942997215;3
"X4";13;21;0,097135374610222;3,80378140069019;0,495912513744891;0,444606609305758;0,504623330005779;0,283265777981834;2
"X6";4;22;0,116989507295287;3,90960861918267;0,525038609857297;0,403713471816427;0,331325513989693;0,269965686982559;8
"X7";12;27;0,104418426514668;4,29939555181758;0,71065087784406;0,588798598014002;0,504932518743834;0,193895590156356;0
"X8";13;22;0,0991401270441185;4,9522760289328;0,466806555547414;0,295763227064213;0,5460910725;0,360010484190231;2
"X9";7;28;0,117531763092283;4,09279289322511;0,501774700871026;0,41737078768617;0,246894745537987;0,340809335553224;9
"X10";28;41;0,109406897536191;5,15251772509545;0,488480566264399;0,297454298257074;0,235357345467412;0,364398351919637;8
"X11";26;35;0,0958765083549499;4,1476054993107;0,589481066312622;0,539338452093268;0,275101303661207;0,394503321190227;7
"X13";13;20;0,0992107232288774;4,29018027436365;0,524851775;0,372253428514134;0,239299461806378;0,476392998579637;7
"X14";9;23;0,113105957166869;3,98613247667902;0,559516284608603;0,569372610935488;0,247303644635098;0,214476815735872;5
"X16";10;23;0,102664850608699;4,12667936341409;0,818136525273992;0,463017485581429;0,360607556517456;0,105913570551559;10
"X17";9;24;0,100793409037341;4,31995457697145;0,804215511933551;0,770378266085059;0,244448715173343;0,0924706134649434;7
"X19";7;18;0,0919585171633382;4,1149179782973;0,472652061457305;0,701150069626453;0,645435539375;0,0614785487323435;5
"X20";7;23;0,109140728195297;4,68002383969067;0,732069419418269;0,771303166973186;0,16902111834934;0,0560293418363886;14
"X21";8;23;0,107984981105062;4,57455345270185;0,49560615659549;0,767420203309623;0,239125129138004;0,24123748541161;7
"X22";15;21;0,11539205893866;3,95019866648128;0,487845907886227;0,384870168464436;0,125761032770052;0,411197730916301;10
"X27";9;22;0,103373534502828;4,42193171898311;0,605640675152006;0,793838677994291;0,712794569375;0,223543642435356;6
"X28";10;24;0,0963969724517239;5,42687941644716;0,80852736724926;0,398658806132946;0,270339477682123;0,0784618794219369;6
"X29";17;25;0,105065801690414;4,56693685536761;0,540442880625;0,419119018624355;0,278443964038739;0,445431577295964;6
"X30";10;24;0,0968385355074064;4,38004971154647;0,708267183493308;0,815236675920446;0,428198094302837;0,168913305767621;8
"X36";24;29;0,0950110995106629;4,16057416144895;0,747477943348729;0,632974328585281;0,407652861575607;0,0653469415504397;8
"X37";10;29;0,0985683859740738;4,6075120138099;0,583921102074478;0,397344576257946;0,225367896090755;0,335392296674105;14
"X38";7;19;0,0955317412920177;4,62395923489219;0,498501740141121;0,829682818393994;0,0944173816639296;0,0705780309077806;8
